ID_Venta,Fecha,Pais,Ciudad,Cliente,Producto,Categoria,Cantidad,Precio_Unitario,Monto_Total,Medio_Envio,Estado_Envio
1244,19/7/2024,Brasil,Brasilia,Ana Lopez,Silla ergonomica,Muebles,2,694.23,1388.46,Terrestre,Cancelado
1245,9/1/2024,Venezuela,Valencia,Maria Sanchez,Impresora,Oficina,2,85.3,170.6,Aereo,Pendiente
1246,17/10/2024,Bolivia,Cochabamba,Ana Rodriguez,Impresora,Oficina,3,751.58,2254.74,Maritimo,Pendiente
1247,7/2/2025,Paraguay,Asuncion,Ana Martinez,Camara,Electronica,5,203.09,1015.45,Aereo,Pendiente
1248,27/4/2024,Argentina,Rosario,Laura Sanchez,Tablet,Electronica,5,33.48,167.4,Terrestre,Cancelado
1249,22/10/2024,Ecuador,Cuenca,Luis Rodriguez,Monitor,Electronica,4,1042.2,4168.8,Aereo,Entregado
1250,13/4/2024,Peru,Lima,Ana Lopez,Silla ergonomica,Muebles,3,471.77,1415.31,Maritimo,En transito
1251,3/9/2024,Uruguay,Montevideo,Luis Lopez,Camara,Electronica,5,291.98,1459.9,Terrestre,Entregado
1252,8/12/2024,Brasil,Rio de Janeiro,Pedro Perez,Impresora,Oficina,4,1081.01,4324.04,Aereo,Pendiente
1253,27/5/2024,Peru,Cusco,Laura Martinez,Teclado,Accesorios,2,91.57,183.14,Terrestre,Pendiente
1254,31/7/2024,Paraguay,Ciudad del Este,Ana Sanchez,Monitor,Electronica,1,446.62,446.62,Terrestre,Entregado
1255,30/1/2024,Colombia,Bogota,Lucia Lopez,Teclado,Accesorios,2,780.51,1561.02,Maritimo,Pendiente
1256,20/7/2024,Brasil,Rio de Janeiro,Carlos Rodriguez,Laptop,Electronica,4,116.66,466.64,Terrestre,En transito
1257,30/1/2025,Brasil,Rio de Janeiro,Ana Rodriguez,Impresora,Oficina,3,1033.73,3101.19,Aereo,En transito
1258,23/12/2024,Uruguay,Montevideo,Ana Garcia,Camara,Electronica,4,131.93,527.72,Terrestre,Pendiente
1259,15/2/2024,Bolivia,Cochabamba,Juan Garcia,Tablet,Electronica,5,1141.98,5709.9,Aereo,En transito
1260,6/7/2024,Chile,Santiago,Pedro Sanchez,Celular,Electronica,3,78.69,236.07,Maritimo,En transito
1261,12/11/2024,Paraguay,Ciudad del Este,Pedro Lopez,Celular,Electronica,1,301.64,301.64,Aereo,Pendiente
1262,14/10/2024,Ecuador,Cuenca,Laura Martinez,Camara,Electronica,1,561.7,561.7,Terrestre,Pendiente
1263,12/2/2025,Paraguay,Asuncion,Pedro Garcia,Camara,Electronica,4,1074.89,4299.56,Maritimo,Entregado
1264,21/10/2024,Peru,Arequipa,Maria Sanchez,Celular,Electronica,1,169.84,169.84,Maritimo,Entregado
1265,15/11/2024,Ecuador,Quito,Carlos Sanchez,Escritorio,Muebles,1,429.62,429.62,Maritimo,Pendiente
1266,22/4/2024,Uruguay,Paysandu,Pedro Lopez,Laptop,Electronica,5,691.28,3456.4,Maritimo,En transito
1267,30/1/2025,Uruguay,Paysandu,Laura Garcia,Monitor,Electronica,4,1032.37,4129.48,Terrestre,Cancelado
1268,30/1/2024,Argentina,Buenos Aires,Carlos Martinez,Impresora,Oficina,5,286.18,1430.9,Aereo,Pendiente
1269,5/1/2025,Bolivia,Santa Cruz,Luis Martinez,Tablet,Electronica,5,851.49,4257.45,Maritimo,En transito
1270,7/7/2024,Uruguay,Montevideo,Pedro Garcia,Silla ergonomica,Muebles,3,350.69,1052.07,Maritimo,Entregado
1271,29/10/2024,Venezuela,Valencia,Laura Martinez,Camara,Electronica,4,86.52,346.08,Maritimo,Pendiente
1272,15/1/2024,Paraguay,Encarnacion,Maria Lopez,Monitor,Electronica,2,99.46,198.92,Terrestre,En transito
1273,20/3/2024,Brasil,Sao Paulo,Pedro Rodriguez,Silla ergonomica,Muebles,2,535.8,1071.6,Terrestre,En transito
1274,29/2/2024,Chile,Santiago,Lucia Martinez,Camara,Electronica,2,680.76,1361.52,Aereo,En transito
1275,17/7/2024,Bolivia,Cochabamba,Luis Martinez,Auriculares,Accesorios,5,1105.09,5525.45,Aereo,Cancelado
1276,8/12/2024,Paraguay,Asuncion,Ana Perez,Escritorio,Muebles,3,1032.18,3096.54,Maritimo,Pendiente
1277,2/4/2024,Brasil,Brasilia,Laura Lopez,Celular,Electronica,2,1097.07,2194.14,Maritimo,Entregado
1278,3/9/2024,Uruguay,Salto,Ana Garcia,Laptop,Electronica,3,904.05,2712.15,Maritimo,En transito
1279,12/5/2024,Paraguay,Encarnacion,Laura Sanchez,Silla ergonomica,Muebles,5,1026.15,5130.75,Terrestre,En transito
1280,23/10/2024,Uruguay,Salto,Pedro Lopez,Auriculares,Accesorios,5,72.46,362.3,Aereo,Cancelado
1281,3/8/2024,Peru,Cusco,Juan Sanchez,Silla ergonomica,Muebles,4,800.07,3200.28,Terrestre,En transito
1282,20/7/2024,Uruguay,Montevideo,Pedro Rodriguez,Celular,Electronica,1,410,410,Maritimo,Pendiente
1283,29/9/2024,Paraguay,Asuncion,Laura Perez,Impresora,Oficina,5,502.38,2511.9,Aereo,Entregado
1284,9/3/2024,Brasil,Rio de Janeiro,Maria Garcia,Laptop,Electronica,1,626.83,626.83,Maritimo,Cancelado
1285,22/3/2025,Peru,Lima,Juan Perez,Auriculares,Accesorios,3,891.45,2674.35,Maritimo,En transito
1286,13/1/2025,Colombia,Medellin,Maria Lopez,Laptop,Electronica,5,315.89,1579.45,Terrestre,Cancelado
1287,4/10/2024,Chile,Santiago,Carlos Perez,Escritorio,Muebles,1,1005.18,1005.18,Terrestre,Entregado
1288,18/11/2024,Bolivia,La Paz,Laura Garcia,Celular,Electronica,1,39.62,39.62,Maritimo,Cancelado
1289,19/3/2024,Venezuela,Maracaibo,Juan Garcia,Impresora,Oficina,3,332.16,996.48,Terrestre,Cancelado
1290,2/12/2024,Brasil,Sao Paulo,Luis Perez,Silla ergonomica,Muebles,5,869.03,4345.15,Terrestre,Pendiente
1291,26/6/2024,Bolivia,Santa Cruz,Luis Martinez,Tablet,Electronica,5,364.33,1821.65,Terrestre,En transito
1292,28/2/2024,Ecuador,Cuenca,Carlos Perez,Silla ergonomica,Muebles,4,58.95,235.8,Terrestre,Cancelado
1293,11/6/2024,Chile,Valparaiso,Pedro Rodriguez,Laptop,Electronica,2,233.97,467.94,Aereo,Cancelado
1294,3/11/2024,Uruguay,Paysandu,Luis Rodriguez,Tablet,Electronica,5,170.24,851.2,Aereo,Cancelado
1295,28/5/2024,Bolivia,Cochabamba,Pedro Lopez,Silla ergonomica,Muebles,4,392.03,1568.12,Terrestre,Cancelado
1296,27/6/2024,Peru,Arequipa,Maria Lopez,Tablet,Electronica,1,764.8,764.8,Maritimo,Entregado
1297,19/2/2024,Chile,Concepcion,Juan Sanchez,Impresora,Oficina,2,711.2,1422.4,Aereo,Cancelado
1298,18/12/2024,Colombia,Bogota,Maria Lopez,Camara,Electronica,5,333.64,1668.2,Maritimo,Entregado
1299,14/8/2024,Bolivia,Santa Cruz,Maria Lopez,Laptop,Electronica,5,1161.17,5805.85,Maritimo,En transito
1300,14/7/2024,Bolivia,Santa Cruz,Pedro Sanchez,Silla ergonomica,Muebles,1,530.2,530.2,Maritimo,Pendiente
1301,8/9/2024,Peru,Cusco,Luis Rodriguez,Camara,Electronica,2,1014.26,2028.52,Aereo,Entregado
1302,11/8/2024,Argentina,Buenos Aires,Lucia Martinez,Silla ergonomica,Muebles,5,138.68,693.4,Aereo,Pendiente
1303,22/3/2024,Paraguay,Encarnacion,Laura Garcia,Escritorio,Muebles,1,709.99,709.99,Terrestre,Pendiente
1304,18/6/2024,Bolivia,Santa Cruz,Ana Lopez,Laptop,Electronica,4,682.23,2728.92,Maritimo,Pendiente
1305,3/3/2025,Argentina,Cordoba,Luis Perez,Camara,Electronica,5,686.22,3431.1,Terrestre,Cancelado
1306,25/8/2024,Chile,Valparaiso,Lucia Perez,Impresora,Oficina,1,896.17,896.17,Terrestre,Cancelado
1307,21/11/2024,Bolivia,La Paz,Luis Garcia,Escritorio,Muebles,2,1118.77,2237.54,Terrestre,En transito
1308,14/1/2024,Brasil,Sao Paulo,Maria Rodriguez,Tablet,Electronica,3,996.53,2989.59,Aereo,Pendiente
1309,6/10/2024,Brasil,Brasilia,Ana Garcia,Celular,Electronica,4,1181.38,4725.52,Maritimo,Cancelado
1310,12/3/2025,Bolivia,Santa Cruz,Lucia Garcia,Monitor,Electronica,4,1018.37,4073.48,Maritimo,Entregado
1311,1/3/2025,Peru,Cusco,Luis Sanchez,Impresora,Oficina,2,345.79,691.58,Aereo,Entregado
1312,18/9/2024,Ecuador,Quito,Lucia Martinez,Impresora,Oficina,3,1190.61,3571.83,Maritimo,En transito
1313,19/1/2025,Bolivia,Santa Cruz,Ana Rodriguez,Auriculares,Accesorios,1,973.97,973.97,Maritimo,En transito
1314,26/11/2024,Uruguay,Salto,Pedro Rodriguez,Celular,Electronica,3,197.85,593.55,Terrestre,En transito
1315,12/5/2024,Colombia,Bogota,Pedro Rodriguez,Escritorio,Muebles,2,324.66,649.32,Maritimo,Pendiente
1316,6/3/2024,Peru,Arequipa,Ana Garcia,Escritorio,Muebles,2,69.31,138.62,Aereo,Cancelado
1317,2/10/2024,Paraguay,Ciudad del Este,Juan Sanchez,Celular,Electronica,3,649.13,1947.39,Terrestre,Cancelado
1318,16/1/2025,Peru,Arequipa,Pedro Sanchez,Auriculares,Accesorios,1,416.7,416.7,Maritimo,Pendiente
1319,8/5/2024,Uruguay,Salto,Lucia Sanchez,Teclado,Accesorios,5,670.09,3350.45,Maritimo,En transito
1320,5/9/2024,Venezuela,Valencia,Luis Sanchez,Silla ergonomica,Muebles,1,1105.56,1105.56,Aereo,En transito
1321,31/8/2024,Chile,Santiago,Laura Sanchez,Teclado,Accesorios,4,358.28,1433.12,Aereo,Entregado
1322,8/3/2025,Paraguay,Ciudad del Este,Pedro Garcia,Auriculares,Accesorios,2,304.33,608.66,Terrestre,Entregado
1323,18/10/2024,Ecuador,Cuenca,Ana Sanchez,Tablet,Electronica,5,933.32,4666.6,Maritimo,Cancelado
1324,3/8/2024,Uruguay,Paysandu,Juan Perez,Tablet,Electronica,4,630.68,2522.72,Aereo,Pendiente
1325,15/12/2024,Peru,Cusco,Laura Rodriguez,Monitor,Electronica,1,691.47,691.47,Maritimo,Entregado
1326,21/1/2024,Colombia,Medellin,Pedro Rodriguez,Impresora,Oficina,4,1001.85,4007.4,Maritimo,Cancelado
1327,1/2/2024,Colombia,Medellin,Maria Rodriguez,Tablet,Electronica,5,1012.84,5064.2,Aereo,Pendiente
1328,5/6/2024,Argentina,Cordoba,Pedro Garcia,Celular,Electronica,2,1196.86,2393.72,Terrestre,Pendiente
1329,11/10/2024,Paraguay,Encarnacion,Lucia Lopez,Tablet,Electronica,1,655.77,655.77,Maritimo,Entregado
1330,24/8/2024,Ecuador,Guayaquil,Pedro Sanchez,Impresora,Oficina,1,819.88,819.88,Aereo,Cancelado
1331,9/6/2024,Brasil,Brasilia,Laura Sanchez,Escritorio,Muebles,3,286.48,859.44,Aereo,En transito
1332,19/2/2025,Chile,Santiago,Carlos Rodriguez,Silla ergonomica,Muebles,3,121.44,364.32,Terrestre,Pendiente
1333,13/12/2024,Chile,Concepcion,Luis Lopez,Silla ergonomica,Muebles,5,1165.52,5827.6,Aereo,Entregado
1334,2/7/2024,Venezuela,Valencia,Lucia Martinez,Tablet,Electronica,3,1073.29,3219.87,Aereo,Cancelado
1335,28/2/2025,Uruguay,Salto,Luis Martinez,Tablet,Electronica,5,708.47,3542.35,Terrestre,Entregado
1336,6/2/2025,Venezuela,Valencia,Maria Sanchez,Camara,Electronica,5,1003.79,5018.95,Maritimo,Cancelado
1337,15/5/2024,Brasil,Rio de Janeiro,Juan Sanchez,Auriculares,Accesorios,4,28.2,112.8,Maritimo,Cancelado
1338,6/11/2024,Ecuador,Quito,Carlos Martinez,Auriculares,Accesorios,5,81.53,407.65,Maritimo,Entregado
1339,23/2/2025,Venezuela,Caracas,Pedro Rodriguez,Silla ergonomica,Muebles,4,1055.47,4221.88,Terrestre,Pendiente
1340,5/1/2024,Peru,Arequipa,Carlos Perez,Laptop,Electronica,4,359.04,1436.16,Maritimo,En transito
1341,15/2/2025,Ecuador,Guayaquil,Juan Martinez,Silla ergonomica,Muebles,5,165.07,825.35,Terrestre,Cancelado
1342,5/3/2025,Chile,Concepcion,Pedro Martinez,Celular,Electronica,1,619.51,619.51,Terrestre,En transito
1343,8/1/2025,Venezuela,Valencia,Laura Sanchez,Silla ergonomica,Muebles,4,871.52,3486.08,Maritimo,En transito
1344,5/11/2024,Argentina,Cordoba,Pedro Rodriguez,Laptop,Electronica,5,1023.97,5119.85,Aereo,Pendiente
1345,13/2/2025,Ecuador,Guayaquil,Maria Perez,Celular,Electronica,2,1132.08,2264.16,Terrestre,En transito
1346,15/2/2024,Bolivia,La Paz,Ana Perez,Camara,Electronica,4,1028.26,4113.04,Aereo,Entregado
1347,12/4/2024,Paraguay,Ciudad del Este,Ana Rodriguez,Escritorio,Muebles,4,406.3,1625.2,Terrestre,Cancelado
1348,11/9/2024,Paraguay,Asuncion,Pedro Garcia,Tablet,Electronica,5,695.68,3478.4,Maritimo,Pendiente
1349,19/3/2024,Colombia,Bogota,Luis Sanchez,Silla ergonomica,Muebles,4,812.53,3250.12,Terrestre,En transito
1350,10/2/2025,Bolivia,La Paz,Lucia Martinez,Laptop,Electronica,2,566.35,1132.7,Aereo,Entregado
1351,20/12/2024,Peru,Lima,Laura Martinez,Auriculares,Accesorios,3,301.41,904.23,Maritimo,Pendiente
1352,17/1/2024,Ecuador,Quito,Lucia Rodriguez,Impresora,Oficina,2,665.3,1330.6,Aereo,Pendiente
1353,21/3/2024,Uruguay,Paysandu,Ana Rodriguez,Teclado,Accesorios,1,23.31,23.31,Aereo,Entregado
1354,8/1/2024,Uruguay,Salto,Maria Sanchez,Impresora,Oficina,1,637.76,637.76,Terrestre,Cancelado
1355,5/5/2024,Brasil,Brasilia,Ana Lopez,Monitor,Electronica,1,1057.69,1057.69,Terrestre,Pendiente
1356,20/11/2024,Chile,Valparaiso,Laura Rodriguez,Silla ergonomica,Muebles,2,575.67,1151.34,Maritimo,Cancelado
1357,1/3/2025,Colombia,Bogota,Maria Garcia,Impresora,Oficina,3,207.2,621.6,Terrestre,Entregado
1358,3/10/2024,Venezuela,Caracas,Laura Sanchez,Auriculares,Accesorios,1,62.44,62.44,Maritimo,Pendiente
1359,8/10/2024,Chile,Valparaiso,Ana Rodriguez,Camara,Electronica,5,427.53,2137.65,Aereo,Pendiente
1360,1/12/2024,Chile,Valparaiso,Luis Martinez,Tablet,Electronica,2,925.29,1850.58,Aereo,Cancelado
1361,3/12/2024,Paraguay,Ciudad del Este,Juan Martinez,Escritorio,Muebles,1,820.8,820.8,Terrestre,En transito
1362,9/3/2024,Chile,Concepcion,Lucia Martinez,Silla ergonomica,Muebles,4,927.14,3708.56,Aereo,En transito
1363,4/11/2024,Argentina,Rosario,Carlos Rodriguez,Auriculares,Accesorios,2,1102.83,2205.66,Maritimo,Pendiente
1364,15/3/2024,Colombia,Medellin,Luis Rodriguez,Laptop,Electronica,3,47.17,141.51,Maritimo,Cancelado
1365,24/2/2025,Peru,Cusco,Lucia Lopez,Tablet,Electronica,4,22.18,88.72,Maritimo,Pendiente
1366,25/6/2024,Peru,Lima,Ana Lopez,Laptop,Electronica,5,601.92,3009.6,Maritimo,Cancelado
1367,19/1/2025,Bolivia,La Paz,Ana Sanchez,Tablet,Electronica,1,262.81,262.81,Maritimo,Cancelado
1368,29/2/2024,Peru,Lima,Maria Rodriguez,Celular,Electronica,5,291.32,1456.6,Aereo,Cancelado
1369,24/2/2024,Brasil,Rio de Janeiro,Juan Perez,Tablet,Electronica,2,74.81,149.62,Aereo,En transito
1370,21/12/2024,Uruguay,Montevideo,Pedro Sanchez,Tablet,Electronica,3,854.96,2564.88,Aereo,Pendiente
1371,20/6/2024,Colombia,Medellin,Juan Rodriguez,Camara,Electronica,3,1001.69,3005.07,Terrestre,Pendiente
1372,19/7/2024,Venezuela,Caracas,Maria Rodriguez,Celular,Electronica,3,664.98,1994.94,Terrestre,Cancelado
1373,9/3/2024,Brasil,Sao Paulo,Pedro Perez,Celular,Electronica,1,377.32,377.32,Terrestre,Entregado
1374,5/4/2024,Argentina,Rosario,Luis Sanchez,Celular,Electronica,1,889.15,889.15,Aereo,En transito
1375,27/6/2024,Venezuela,Maracaibo,Maria Sanchez,Laptop,Electronica,3,1045.96,3137.88,Aereo,Pendiente
1376,28/2/2025,Venezuela,Valencia,Carlos Rodriguez,Laptop,Electronica,5,992.46,4962.3,Maritimo,En transito
1377,9/7/2024,Chile,Santiago,Luis Sanchez,Monitor,Electronica,2,1177.8,2355.6,Maritimo,En transito
1378,26/5/2024,Argentina,Rosario,Pedro Lopez,Camara,Electronica,5,956.26,4781.3,Aereo,Cancelado
1379,3/11/2024,Colombia,Medellin,Ana Rodriguez,Tablet,Electronica,5,425.27,2126.35,Aereo,Cancelado
1380,31/12/2024,Bolivia,La Paz,Maria Garcia,Camara,Electronica,4,438.21,1752.84,Maritimo,Entregado
1381,3/10/2024,Bolivia,La Paz,Luis Martinez,Laptop,Electronica,4,780.3,3121.2,Terrestre,Cancelado
1382,3/3/2025,Bolivia,La Paz,Laura Martinez,Impresora,Oficina,3,215.2,645.6,Maritimo,Pendiente
1383,22/11/2024,Bolivia,Cochabamba,Carlos Rodriguez,Escritorio,Muebles,1,614.14,614.14,Aereo,Entregado
1384,25/12/2024,Ecuador,Quito,Luis Martinez,Celular,Electronica,4,1028.33,4113.32,Maritimo,Entregado
1385,13/3/2025,Peru,Cusco,Pedro Garcia,Celular,Electronica,2,335.04,670.08,Terrestre,Entregado
1386,15/3/2025,Peru,Lima,Pedro Perez,Laptop,Electronica,5,40.88,204.4,Maritimo,Pendiente
1387,5/9/2024,Chile,Concepcion,Luis Rodriguez,Impresora,Oficina,3,502.56,1507.68,Maritimo,En transito
1388,1/1/2025,Colombia,Bogota,Ana Martinez,Impresora,Oficina,2,160.66,321.32,Terrestre,Entregado
1389,21/8/2024,Uruguay,Paysandu,Lucia Rodriguez,Camara,Electronica,5,856.91,4284.55,Terrestre,Entregado
1390,23/4/2024,Colombia,Cali,Juan Perez,Escritorio,Muebles,5,70.6,353,Aereo,Entregado
1391,6/12/2024,Colombia,Medellin,Carlos Lopez,Silla ergonomica,Muebles,3,517.6,1552.8,Aereo,En transito
1392,10/1/2025,Peru,Lima,Lucia Martinez,Teclado,Accesorios,4,636.18,2544.72,Terrestre,Pendiente
1393,18/8/2024,Colombia,Cali,Maria Rodriguez,Escritorio,Muebles,4,588.84,2355.36,Aereo,Cancelado
1394,14/4/2024,Venezuela,Maracaibo,Lucia Perez,Impresora,Oficina,4,796.05,3184.2,Maritimo,Cancelado
1395,18/11/2024,Argentina,Buenos Aires,Luis Lopez,Laptop,Electronica,2,1070.77,2141.54,Maritimo,En transito
1396,4/6/2024,Brasil,Rio de Janeiro,Luis Sanchez,Silla ergonomica,Muebles,1,132,132,Terrestre,En transito
1397,7/6/2024,Venezuela,Maracaibo,Juan Martinez,Silla ergonomica,Muebles,4,572.85,2291.4,Terrestre,Pendiente
1398,12/9/2024,Bolivia,La Paz,Pedro Rodriguez,Escritorio,Muebles,5,122.97,614.85,Maritimo,Cancelado
1399,30/10/2024,Ecuador,Guayaquil,Pedro Sanchez,Tablet,Electronica,5,1120.15,5600.75,Aereo,Pendiente
1400,15/5/2024,Bolivia,La Paz,Maria Lopez,Celular,Electronica,5,838.59,4192.95,Terrestre,Cancelado
1401,7/2/2025,Colombia,Cali,Luis Martinez,Auriculares,Accesorios,1,978.66,978.66,Maritimo,Entregado
1402,24/2/2024,Argentina,Buenos Aires,Juan Martinez,Teclado,Accesorios,3,418.08,1254.24,Aereo,Entregado
1403,13/8/2024,Bolivia,Cochabamba,Ana Lopez,Escritorio,Muebles,3,761.92,2285.76,Terrestre,En transito
1404,12/6/2024,Paraguay,Ciudad del Este,Luis Lopez,Auriculares,Accesorios,3,339.62,1018.86,Aereo,En transito
1405,12/2/2024,Peru,Arequipa,Pedro Sanchez,Silla ergonomica,Muebles,4,552.94,2211.76,Aereo,Cancelado
1406,13/1/2024,Peru,Arequipa,Carlos Rodriguez,Impresora,Oficina,5,249.13,1245.65,Aereo,Pendiente
1407,21/4/2024,Argentina,Cordoba,Juan Garcia,Laptop,Electronica,4,759.04,3036.16,Terrestre,Cancelado
1408,26/1/2025,Ecuador,Quito,Luis Lopez,Escritorio,Muebles,4,439.69,1758.76,Terrestre,Entregado
1409,3/6/2024,Ecuador,Guayaquil,Maria Lopez,Impresora,Oficina,5,819.47,4097.35,Aereo,Pendiente
1410,30/4/2024,Argentina,Cordoba,Ana Lopez,Monitor,Electronica,2,813.54,1627.08,Terrestre,Cancelado
1411,21/5/2024,Paraguay,Encarnacion,Lucia Lopez,Monitor,Electronica,2,330.58,661.16,Terrestre,Cancelado
1412,27/1/2024,Bolivia,La Paz,Luis Perez,Tablet,Electronica,4,1179.23,4716.92,Terrestre,Entregado
1413,20/4/2024,Colombia,Cali,Maria Perez,Monitor,Electronica,1,776.84,776.84,Aereo,En transito
1414,15/3/2025,Argentina,Buenos Aires,Juan Martinez,Escritorio,Muebles,3,770.24,2310.72,Aereo,Cancelado
1415,29/8/2024,Argentina,Cordoba,Laura Garcia,Teclado,Accesorios,3,677.91,2033.73,Aereo,Pendiente
1416,7/6/2024,Brasil,Sao Paulo,Luis Garcia,Silla ergonomica,Muebles,4,283.39,1133.56,Maritimo,Cancelado
1417,28/2/2024,Brasil,Sao Paulo,Laura Garcia,Escritorio,Muebles,2,265.1,530.2,Terrestre,En transito
1418,8/2/2024,Peru,Cusco,Luis Martinez,Auriculares,Accesorios,1,97.65,97.65,Aereo,Cancelado
1419,31/8/2024,Ecuador,Cuenca,Laura Rodriguez,Camara,Electronica,1,1140.99,1140.99,Maritimo,Entregado
1420,13/1/2025,Brasil,Rio de Janeiro,Carlos Sanchez,Silla ergonomica,Muebles,5,681.05,3405.25,Terrestre,En transito
1421,18/2/2025,Ecuador,Guayaquil,Carlos Sanchez,Silla ergonomica,Muebles,2,1026.47,2052.94,Maritimo,Cancelado
1422,27/4/2024,Colombia,Medellin,Maria Perez,Tablet,Electronica,3,1171.44,3514.32,Maritimo,Entregado
1423,24/6/2024,Uruguay,Salto,Laura Lopez,Celular,Electronica,2,795.02,1590.04,Terrestre,En transito
1424,16/3/2025,Bolivia,Santa Cruz,Laura Lopez,Escritorio,Muebles,3,487.25,1461.75,Terrestre,Pendiente
1425,9/10/2024,Paraguay,Asuncion,Pedro Sanchez,Laptop,Electronica,5,1131.06,5655.3,Terrestre,En transito
1426,13/12/2024,Chile,Valparaiso,Juan Perez,Monitor,Electronica,4,312.88,1251.52,Maritimo,Cancelado
1427,11/1/2025,Paraguay,Encarnacion,Lucia Rodriguez,Camara,Electronica,2,923.21,1846.42,Terrestre,Cancelado
1428,29/5/2024,Colombia,Cali,Maria Sanchez,Laptop,Electronica,1,762.03,762.03,Aereo,En transito
1429,4/7/2024,Brasil,Brasilia,Carlos Rodriguez,Celular,Electronica,3,987.14,2961.42,Aereo,Entregado
1430,8/5/2024,Ecuador,Cuenca,Ana Sanchez,Camara,Electronica,4,151.22,604.88,Aereo,En transito
1431,7/4/2024,Colombia,Medellin,Laura Rodriguez,Impresora,Oficina,5,1061.32,5306.6,Aereo,Entregado
1432,25/1/2025,Paraguay,Encarnacion,Luis Martinez,Auriculares,Accesorios,1,1172.17,1172.17,Terrestre,Pendiente
1433,16/7/2024,Bolivia,Santa Cruz,Juan Garcia,Monitor,Electronica,1,404.62,404.62,Terrestre,Pendiente
1434,13/9/2024,Peru,Arequipa,Lucia Sanchez,Monitor,Electronica,5,474.91,2374.55,Aereo,En transito
1435,10/7/2024,Ecuador,Guayaquil,Pedro Martinez,Monitor,Electronica,3,128.59,385.77,Terrestre,Entregado
1436,6/2/2024,Colombia,Medellin,Pedro Garcia,Tablet,Electronica,4,595.54,2382.16,Maritimo,Pendiente
1437,6/9/2024,Brasil,Brasilia,Laura Rodriguez,Camara,Electronica,5,454.99,2274.95,Maritimo,Entregado
1438,19/4/2024,Brasil,Brasilia,Pedro Martinez,Escritorio,Muebles,5,934.47,4672.35,Terrestre,Entregado
1439,4/5/2024,Chile,Santiago,Maria Martinez,Camara,Electronica,4,793.27,3173.08,Maritimo,En transito
1440,17/12/2024,Brasil,Sao Paulo,Lucia Garcia,Impresora,Oficina,3,106.19,318.57,Terrestre,Pendiente
1441,8/2/2024,Ecuador,Cuenca,Laura Rodriguez,Laptop,Electronica,4,264.67,1058.68,Terrestre,Pendiente
1442,17/2/2025,Colombia,Medellin,Laura Garcia,Laptop,Electronica,5,272.55,1362.75,Terrestre,Pendiente
1443,24/11/2024,Paraguay,Ciudad del Este,Lucia Martinez,Silla ergonomica,Muebles,3,351.91,1055.73,Aereo,Pendiente
1444,27/2/2025,Colombia,Medellin,Carlos Lopez,Monitor,Electronica,4,795.72,3182.88,Maritimo,En transito
1445,17/1/2025,Argentina,Rosario,Luis Perez,Teclado,Accesorios,1,470.91,470.91,Aereo,Cancelado
1446,14/9/2024,Venezuela,Caracas,Pedro Perez,Escritorio,Muebles,2,1019.78,2039.56,Terrestre,Pendiente
1447,10/8/2024,Chile,Santiago,Carlos Lopez,Camara,Electronica,1,124.06,124.06,Terrestre,Pendiente
1448,12/2/2024,Argentina,Cordoba,Luis Sanchez,Celular,Electronica,1,377.66,377.66,Aereo,Entregado
1449,9/6/2024,Brasil,Rio de Janeiro,Maria Perez,Teclado,Accesorios,3,334.05,1002.15,Terrestre,Entregado
1450,16/11/2024,Uruguay,Salto,Carlos Garcia,Auriculares,Accesorios,5,1159.85,5799.25,Aereo,Pendiente
1451,5/4/2024,Argentina,Rosario,Lucia Lopez,Monitor,Electronica,2,518.2,1036.4,Aereo,En transito
1452,13/6/2024,Brasil,Brasilia,Luis Lopez,Teclado,Accesorios,4,1036.82,4147.28,Maritimo,Cancelado
1453,20/8/2024,Argentina,Rosario,Luis Martinez,Camara,Electronica,5,481.48,2407.4,Maritimo,Entregado
1454,16/3/2024,Colombia,Bogota,Luis Garcia,Celular,Electronica,4,1178.96,4715.84,Maritimo,En transito
1455,11/3/2025,Uruguay,Salto,Juan Perez,Teclado,Accesorios,5,1047.61,5238.05,Maritimo,Entregado
1456,21/12/2024,Ecuador,Cuenca,Maria Perez,Impresora,Oficina,5,607.02,3035.1,Aereo,Cancelado
1457,23/3/2025,Venezuela,Valencia,Maria Rodriguez,Camara,Electronica,5,154.18,770.9,Terrestre,En transito
1458,21/8/2024,Bolivia,Santa Cruz,Laura Rodriguez,Camara,Electronica,3,711.49,2134.47,Aereo,En transito
1459,3/6/2024,Peru,Lima,Lucia Garcia,Celular,Electronica,4,1137.89,4551.56,Aereo,En transito
1460,6/9/2024,Chile,Santiago,Carlos Rodriguez,Escritorio,Muebles,5,338.77,1693.85,Terrestre,Cancelado
1461,17/3/2024,Uruguay,Salto,Luis Sanchez,Escritorio,Muebles,5,1087.35,5436.75,Terrestre,Entregado
1462,11/2/2024,Brasil,Sao Paulo,Juan Martinez,Silla ergonomica,Muebles,4,919.4,3677.6,Aereo,Pendiente
1463,28/8/2024,Argentina,Rosario,Pedro Rodriguez,Tablet,Electronica,5,1051.83,5259.15,Terrestre,Cancelado
1464,16/1/2024,Argentina,Buenos Aires,Maria Sanchez,Teclado,Accesorios,4,346.43,1385.72,Terrestre,En transito
1465,26/4/2024,Ecuador,Cuenca,Luis Sanchez,Monitor,Electronica,1,408.34,408.34,Terrestre,Pendiente
